Area,Building_Type,Construction_Year,Number_of_Floors,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Indoor_Air_Quality,Smart_Devices_Count,Green_Certified,Maintenance_Resolution_Time,Last_Inspection_Date,Maintenance_Priority,Energy_Per_SqM,Number_of_Residents,Electricity_Bill
Malleshwaram,Industrial,2023,6,94.49811647,484.2467961,22.19801698,69.98974087,38.72459216,5,0,5.974386882,14-10-2023,High,171.5020824,262,17388.31069
Banashankari,Institutional,1990,9,142.5591259,609.2408858,41.71628284,34.19657576,10.15007418,13,0,7.276561525,17-02-2022,Medium,201.5141727,264,9615.341269
Banashankari,Industrial,1979,7,50,460.5334481,5.479886319,86.14287409,22.4765439,14,0,17.05690144,08-05-2024,Medium,161.939458,17,18530.47067
HSR Layout,Institutional,1975,7,250,200,54.40499797,88.08141791,8.441578954,4,1,14.84348242,17-04-2023,Medium,137.0478927,76,27148.78013
Banashankari,Institutional,2015,10,50,542.9146642,7.707171241,51.5955024,100,3,0,10.26014079,26-06-2023,Medium,140.1825075,446,21826.13034
BTM Layout,Commercial,1985,12,250,1391.01769,10.59905638,82.27211463,11.62424546,6,0,5.081691273,04-07-2022,Low,146.419937,470,15809.94172
Indiranagar,Industrial,1992,13,157.3219589,200,39.77687172,89.95263841,72.38324238,3,1,6.493625729,23-09-2023,High,148.1388882,254,13593.14732
Malleshwaram,Institutional,1995,4,140.3733334,200,47.56291439,49.34175021,33.57409839,4,1,9.656029473,14-02-2024,Medium,186.3814772,206,16641.94271
HSR Layout,Commercial,2002,5,107.8277629,438.1504387,48.2732003,89.05026694,20.49243832,4,0,5.471255371,21-12-2023,Low,152.5972943,34,10123.91103
Hebbal,Institutional,1973,7,50,1500,1.36868907,54.32917718,81.61406237,6,1,12.13087566,18-04-2024,Medium,186.6320039,147,12612.27604
BTM Layout,Commercial,2013,6,50,1104.346639,5.401685797,62.05564627,48.85201696,4,0,17.70576301,29-03-2023,Low,145.964171,326,5191.145924
Indiranagar,Commercial,1989,5,50,1135.286512,23.99786045,69.02769262,40.88544789,5,0,6.568558181,10-10-2023,High,153.9317595,338,17172.79773
Whitefield,Industrial,1986,8,50,449.2915973,54.90002688,82.4421038,71.88628282,3,0,10.03627643,27-12-2022,Medium,50.08996577,228,13312.49558
Jayanagar,Commercial,2022,13,226.8361136,900.5669786,14.46131645,78.44736074,54.06665547,3,0,5.549247715,10-07-2024,Low,195.8163837,118,18090.25731
Malleshwaram,Institutional,1981,3,64.64634616,200,32.0949583,85.71072217,28.93318508,5,0,9.788627608,04-09-2022,Medium,167.3244238,165,15598.84991
Electronic City,Residential,1971,3,50,1010.86531,8.163153775,83.99610986,65.50795102,6,0,5.072558389,24-12-2023,Medium,199.9005055,38,9945.972147
BTM Layout,Institutional,1995,7,250,1500,5.93274138,97.83027177,88.57154502,2,0,5.559867793,22-11-2022,Low,50,399,16002.44503
Jayanagar,Institutional,1998,10,250,948.2290439,10.45939779,71.17615638,2.164471239,9,1,10.10572238,29-01-2022,High,254.4187352,358,11432.64975
Koramangala,Commercial,2005,12,250,1500,6.215756576,66.35385088,50.16954087,7,0,10.14004749,17-12-2021,Medium,143.0205186,296,23277.1654
Jayanagar,Institutional,2017,12,250,1287.256793,19.91007604,27.91915392,4.753107598,5,1,9.072377461,22-06-2024,High,205.4091408,137,10782.57252
Jayanagar,Commercial,2005,9,50,200,56.89400559,60.07690229,16.5034471,3,0,7.414623875,28-09-2022,Medium,98.00470364,309,12649.6314
Hebbal,Industrial,1985,5,75.68727823,1500,15.23842619,89.56724035,65.77099479,5,1,9.543355264,06-06-2023,Medium,180.6386953,246,9932.012247
Hebbal,Commercial,1976,12,212.9705213,200,38.41939454,92.81144422,100,14,0,11.41230745,01-06-2023,Low,97.32922184,198,9498.878102
Yelahanka,Industrial,1999,9,178.6193104,763.4998459,5.474617732,87.31448633,100,1,1,26.01505068,17-06-2023,Medium,118.811552,374,15150.31482
Banashankari,Residential,1976,6,50,200,13.14527822,96.09211587,5.80083924,8,0,15.78539427,01-09-2021,Medium,245.7015677,66,8772.548974
Indiranagar,Institutional,2021,12,250,200,10.15179096,62.10517574,43.45483279,9,0,11.94676553,25-02-2023,High,140.46588,80,14060.52888
Banashankari,Industrial,2020,12,50,548.2406856,23.05953239,70.49742702,69.97476833,8,0,9.852002283,22-11-2021,Low,160.8716437,52,17150.11037
BTM Layout,Residential,1978,9,50,349.6152192,18.70313369,64.68149249,12.7262149,2,0,8.29177562,23-10-2023,Low,193.5033865,129,12881.77995
Banashankari,Commercial,1977,11,115.4959476,665.5329742,38.44857652,92.52632377,100,1,0,5.437727763,01-07-2024,High,174.7840944,414,3985.345443
Electronic City,Residential,1970,4,134.8191786,860.8557571,54.26413893,85.41378071,100,4,0,5.621872418,28-06-2022,Low,157.5209453,380,21669.80696
Electronic City,Industrial,1973,4,130.1558768,200,18.68543301,65.86891404,100,2,0,12.72015472,25-08-2021,Low,168.2480501,368,16332.91668
BTM Layout,Institutional,2023,4,50,200,7.045176333,78.46018892,0.681777863,4,0,12.1952324,10-05-2024,High,270.1707793,481,16392.87013
BTM Layout,Residential,2019,10,250,817.8998397,43.6364291,89.62450052,19.53755199,13,0,8.739674654,03-03-2023,Low,147.1190601,1,13839.68656
Malleshwaram,Residential,1984,12,50,420.3260162,11.51174838,96.95064483,100,9,0,7.123773069,25-08-2023,Low,160.0549523,167,19054.46513
Banashankari,Commercial,1978,5,50,1306.276839,46.61714128,85.18271055,88.83375207,3,0,5.088312667,06-04-2024,High,202.5327198,16,19689.97673
Electronic City,Commercial,1982,11,250,1056.391221,28.86464566,91.55990845,100,6,0,6.412121268,04-01-2023,Medium,205.2762966,145,20189.85448
HSR Layout,Institutional,2022,6,250,1500,11.57490891,95.03968654,4.710362265,6,0,6.995464743,23-06-2023,Low,209.3515153,112,16343.61499
HSR Layout,Commercial,1995,11,250,1179.256864,55.43048698,36.55176367,72.69834447,9,1,7.482279254,30-01-2023,Medium,181.9365111,368,8120.124073
Hebbal,Industrial,1993,3,248.7281205,561.9980086,62.18640405,85.84013175,67.34042057,4,0,19.18673457,21-04-2024,Medium,92.84975436,102,17025.86272
Malleshwaram,Industrial,2013,12,159.7368752,1117.693041,12.06966514,78.34023338,2.906103922,13,1,5.391068901,29-12-2021,Low,231.6715766,82,16337.16517
HSR Layout,Residential,2010,11,120.0622172,322.10952,22.39768269,81.06080396,57.6451006,2,0,7.761790006,21-07-2024,Low,92.68273035,406,12256.75219
Malleshwaram,Commercial,2011,3,50,365.7351479,45.1396653,76.479787,75.23034597,1,1,6.652251322,24-03-2024,Medium,165.1317733,470,10990.71953
Koramangala,Commercial,1975,9,78.75217499,1500,17.46292042,69.68840169,16.98550548,6,0,41.56869869,04-06-2022,Low,112.2862075,99,17715.1918
Electronic City,Residential,2007,9,69.94681179,591.3481289,27.31642098,71.0277429,25.54258008,8,0,14.34480658,30-01-2023,High,146.7930827,159,14620.8164
Banashankari,Institutional,2007,12,50,1500,29.62663933,37.16506462,81.80932513,8,0,7.123382202,01-08-2022,Low,166.4381205,40,13049.39655
Malleshwaram,Commercial,1986,11,192.788337,1500,19.73050228,49.78817759,50.53421125,4,1,72,31-12-2023,High,166.0678608,155,23362.03016
Malleshwaram,Commercial,2022,6,102.7398726,1500,26.24160523,67.39852435,100,8,0,7.719598926,29-06-2024,Medium,171.0960377,36,18357.70967
Yelahanka,Institutional,1974,12,50,1500,28.40049073,84.28880078,33.5304566,5,0,5.628503973,17-12-2022,Medium,230.6855635,381,17172.6817
Yelahanka,Commercial,1971,2,50,563.8488707,11.11110285,65.53958211,24.81162973,8,0,8.106844874,08-06-2022,High,172.6767151,247,21092.16141
Indiranagar,Industrial,1974,13,172.4505191,383.9974241,39.76804993,55.95253875,100,4,0,5.892431486,22-04-2023,Medium,137.7921682,4,16651.89409
Banashankari,Industrial,1982,6,50,872.7494299,56.7131284,52.02038243,100,3,0,9.009544354,20-06-2022,Medium,198.2043584,497,11479.47127
Koramangala,Institutional,2011,9,250,463.898183,52.72960883,76.13894842,2.353707123,4,0,20.19038613,01-10-2021,Medium,209.4735244,374,13052.02815
Indiranagar,Institutional,1998,8,102.5230566,918.9797611,27.38127378,78.23656048,100,2,0,11.72360121,17-01-2024,High,88.61960924,453,18659.71357
BTM Layout,Industrial,2021,10,98.25827062,1222.767872,52.79553233,62.66352942,9.352802991,5,1,6.122125599,31-10-2022,High,179.8700035,281,18124.19401
Hebbal,Industrial,1978,10,134.6232115,1166.051071,29.92487613,89.32035777,2.229598382,1,1,6.245681571,19-11-2021,Medium,185.0586371,351,17231.56716
Electronic City,Industrial,1975,11,250,469.2885042,17.59330135,51.70145375,25.58287621,1,0,5.242239503,15-08-2021,High,135.1218248,334,9311.48999
Whitefield,Industrial,2023,12,64.11272009,200,7.799473747,85.16884552,25.1052072,10,0,6.187691151,09-02-2024,High,218.7853407,414,19066.77976
Banashankari,Institutional,2021,7,169.9880847,563.0480136,25.98606287,91.73252476,100,9,0,5.329303341,23-07-2023,Medium,142.4972206,431,14674.93089
Whitefield,Institutional,1991,11,125.1140012,200,31.90310173,70.98229607,99.21422841,1,0,7.594583432,27-06-2023,Low,156.2788227,249,17999.70804
BTM Layout,Residential,1977,12,50,1500,12.65269368,46.62562033,100,6,0,10.07918572,17-10-2021,Medium,141.3464088,12,10849.17939
Banashankari,Institutional,1972,9,250,424.4605762,18.62986579,71.66763651,99.44839273,8,0,10.89908925,13-01-2022,Low,150.7789524,283,24830.17141
Koramangala,Industrial,1999,5,239.4975201,200,29.9989109,78.95882127,43.33792181,6,1,5.206689416,24-06-2024,Medium,95.18624566,429,16237.47952
Indiranagar,Commercial,1973,7,161.1399854,200,38.41764081,88.45116352,96.03237712,4,1,6.48530013,18-05-2024,High,77.99745587,216,12912.26346
Malleshwaram,Industrial,1980,13,250,1037.956758,34.73205933,51.20540351,100,5,0,6.199748324,20-03-2023,Medium,229.7252532,319,18230.93006
Yelahanka,Industrial,2006,1,250,1013.083383,36.95733894,91.35924962,99.06909808,1,0,5.373990855,19-08-2021,High,107.6519326,311,19290.29113
Indiranagar,Institutional,1997,9,184.8367981,416.4312671,42.88108038,96.86609151,100,4,1,6.618946599,22-11-2022,Medium,100.4303825,414,18170.38331
Whitefield,Residential,2022,2,250,200,9.554965817,50.28865605,100,6,1,6.258834851,24-09-2022,Medium,50,82,10025.97879
Banashankari,Commercial,2016,1,179.3369497,527.0039481,13.46924674,57.1430673,9.651583645,6,0,8.986334187,08-11-2021,Low,118.0519126,14,20713.33749
Jayanagar,Commercial,1995,7,170.9811438,372.8297255,10.40977453,68.35013989,97.6039185,3,0,15.46348916,25-05-2022,Medium,83.84551033,56,13275.69873
Electronic City,Residential,2001,3,144.5904629,1130.476523,48.5381511,59.71562948,100,2,0,7.241250803,21-09-2023,Medium,232.100758,403,14919.52781
Hebbal,Industrial,1971,1,209.5830587,930.844246,28.72439487,65.47964843,100,5,0,10.80404899,01-07-2024,Low,200.4908545,342,3956.233052
Malleshwaram,Institutional,1994,11,50,453.4906866,16.4220597,86.92430308,18.95600287,4,0,5.540206847,28-08-2022,Medium,115.5924827,282,12679.74687
Yelahanka,Industrial,2013,1,250,245.7631492,9.16925167,50.32542673,56.08289863,3,1,16.19453471,18-08-2022,High,262.6217903,199,12648.26146
Whitefield,Commercial,1997,4,250,1500,26.54767621,92.20100038,91.29357496,15,0,5.567435715,11-08-2022,High,199.0882743,348,17253.03918
Electronic City,Commercial,1981,5,50,605.1392725,15.39532205,63.24941299,22.74491191,3,0,5.736951932,27-11-2022,Low,133.7584308,166,12375.01837
Yelahanka,Industrial,1992,13,250,1165.631439,44.51182373,86.97501575,73.39788714,7,0,5.382356805,12-04-2023,Medium,50,453,6891.992885
BTM Layout,Commercial,1983,13,50,200,45.2789512,43.87270013,23.82708146,6,0,6.314874557,16-10-2021,Low,264.5471286,292,16219.21836
Malleshwaram,Institutional,1981,3,61.22204738,664.7340823,23.19914798,81.32836909,32.45205249,4,1,8.072942555,21-01-2023,High,80.52137666,146,13747.85334
Electronic City,Commercial,1987,5,204.0988205,200,25.00308389,98.65283355,46.60273099,2,0,38.67188091,03-04-2024,Medium,67.73006265,441,11357.24908
Yelahanka,Institutional,1987,11,50,704.1173695,55.21164214,79.35123613,60.26406985,4,1,11.91482457,27-02-2023,Medium,201.1285216,78,15437.63175
Banashankari,Industrial,1998,5,250,1500,43.31289614,49.49110842,47.73477634,4,0,6.730176917,07-06-2022,Low,271.9876203,112,6101.297444
BTM Layout,Industrial,1979,3,250,484.8439448,44.13120024,52.40809955,54.37039923,6,0,8.309410826,08-06-2024,Low,219.2136409,23,18102.29901
Koramangala,Institutional,1972,1,106.2292958,200,43.92256005,54.98306353,28.37287288,3,0,8.846432075,12-01-2023,Low,178.195456,375,14085.98724
Hebbal,Institutional,2009,12,50,200,8.390461352,81.82112903,13.84976916,2,0,12.80133812,04-05-2023,Low,179.7377171,116,13663.49463
Whitefield,Institutional,2009,13,50.74910141,491.0013626,9.596398201,80.01923346,3.880614421,1,0,10.59719998,02-10-2023,Medium,192.6707779,142,19764.00054
HSR Layout,Commercial,2009,5,143.9294242,200,12.43943357,80.74034579,17.45036365,5,1,8.241547022,08-09-2022,Medium,187.9464295,480,12320.89672
Yelahanka,Industrial,1985,4,250,200,29.67976227,80.43365689,69.77112213,4,0,9.458971627,26-05-2022,Low,164.0595712,197,16293.28015
Yelahanka,Commercial,2011,13,149.8748624,1411.462904,34.99156267,78.12528488,100,3,0,10.78853419,31-10-2023,High,155.2100552,278,14352.41538
Jayanagar,Commercial,1988,9,50,613.4547045,18.76578131,57.13954994,14.83387838,1,0,5.48779903,10-02-2024,High,146.8703436,28,31079.73622
HSR Layout,Institutional,2001,1,150.7706292,341.4271728,60.40188429,67.34340781,9.192955096,5,0,5.774218521,17-06-2022,Low,112.3017706,299,17441.99781
Whitefield,Commercial,1996,6,116.474551,1500,13.8063648,70.09402926,100,2,0,9.753208958,06-09-2021,Low,135.9662462,76,9292.716004
Malleshwaram,Residential,2005,8,227.0137845,200,58.03000722,81.65339015,29.12570185,5,1,13.83855295,30-04-2023,High,65.35215929,18,23761.05579
Whitefield,Residential,2000,2,50,1500,8.46730133,58.76501514,100,4,1,6.917955692,06-04-2022,Low,145.0830187,100,20214.96812
Yelahanka,Residential,1973,10,214.7112721,376.8291355,26.67582908,87.16354472,100,1,1,31.77321756,03-04-2023,Medium,100.5704446,479,15224.80881
Whitefield,Residential,1975,11,116.8929029,1500,4.659523059,85.3661376,31.65180236,2,0,5.84529139,30-09-2023,Low,94.82053414,461,12813.36158
Banashankari,Residential,1987,12,250,923.6751207,5.99593299,88.35481942,27.34771992,3,0,6.968392675,18-03-2022,High,158.9947076,468,8368.116769
Indiranagar,Institutional,1994,9,62.7534135,1500,48.15466301,60.96734789,59.33631865,3,0,6.718130311,07-11-2022,High,219.6001143,124,17152.68947
Jayanagar,Commercial,1978,4,150.2045546,1500,25.77520001,81.41627834,6.596186597,5,1,19.29856595,03-10-2022,Medium,195.9158303,365,11624.21812
Koramangala,Commercial,1996,12,250,340.2469649,6.109665517,75.37118898,10.01572196,1,0,6.185137076,31-01-2022,High,71.47496982,292,10600.15821
Koramangala,Residential,1982,11,50,1500,22.86650838,69.72014677,15.47298319,2,0,7.363009382,12-11-2023,Low,100.5185932,125,18877.04767
Electronic City,Commercial,2011,9,250,493.4473297,12.473877,81.71496764,100,6,0,5.715475859,11-06-2023,Medium,197.0385594,7,22724.52349
Koramangala,Residential,2021,7,174.6578825,486.9657232,73.81382845,52.89266953,57.7002559,4,0,7.783074343,29-10-2023,Medium,100.8756303,23,12618.63489
Jayanagar,Commercial,2003,4,50,416.1021376,52.4191907,55.61988346,0.849868103,4,0,14.14098976,20-06-2023,Low,138.7683425,162,19029.4673
Electronic City,Institutional,1985,9,53.70786246,779.5934969,65.3875572,74.82241232,89.55007613,3,0,6.284226502,30-10-2023,High,177.502605,117,16061.09564
Electronic City,Industrial,2010,13,184.7386493,200,41.47956238,84.91309977,44.08879029,3,0,12.41887985,14-11-2022,High,101.5827773,370,16794.14266
Malleshwaram,Residential,2021,13,50,806.7896423,36.67411462,79.51657936,57.20727383,5,1,17.42389395,31-08-2021,High,155.2687753,352,10906.89456
Indiranagar,Institutional,2004,13,130.9022594,780.2417881,14.74977481,85.33864369,19.27571119,5,0,5.25573631,05-11-2023,High,83.29872525,21,13938.25543
HSR Layout,Institutional,2020,12,63.67036973,1435.072138,3.301363363,84.92510796,64.19808539,5,0,11.01236523,11-03-2022,Low,119.9316178,252,9516.812457
BTM Layout,Residential,1971,5,145.4994286,1500,35.12018191,61.59655647,100,6,1,6.032687729,15-10-2023,Low,165.9890967,326,8887.01326
Malleshwaram,Residential,1994,12,50,580.6069315,43.09464129,80.25980195,6.102523067,5,0,5.663657579,19-09-2023,Low,70.35031332,464,17591.37614
Hebbal,Institutional,2020,11,250,360.0137248,35.37129591,87.01569367,26.71678041,1,0,8.584806218,27-10-2022,High,172.0237369,483,12378.55544
Yelahanka,Residential,2015,1,250,300.206709,51.89475495,59.28014666,22.27110766,8,1,10.03218175,22-03-2024,Low,149.0181101,431,10424.58504
Indiranagar,Residential,1992,7,250,216.4458271,18.02663962,85.78276841,22.85997507,13,0,6.822001993,12-08-2021,Low,177.6244977,309,8952.455796
Indiranagar,Industrial,2000,7,207.7353985,200,29.49336164,91.33143988,38.07611637,4,0,5.134096614,09-12-2023,Medium,161.1957067,84,7431.312089
Indiranagar,Industrial,2004,7,50,419.2313984,10.37561069,84.56726266,100,7,0,17.20838177,27-07-2023,Medium,218.2070215,362,5217.962744
Whitefield,Residential,2020,13,212.9858597,315.0501067,29.94488818,55.96388805,100,1,0,10.48625615,27-10-2022,Medium,156.2612251,41,15554.72399
Hebbal,Institutional,2001,11,50,1500,49.00683229,62.98718949,18.07330008,3,0,6.114500907,14-10-2023,Medium,128.5297229,203,2000
Malleshwaram,Commercial,1992,6,50,815.7868497,30.06411579,76.35130939,62.63698793,11,0,7.572978153,08-06-2024,Low,156.1148752,416,17356.59585
Hebbal,Residential,2006,9,58.64786553,426.6024955,24.51948994,99.13510143,81.04593359,10,0,5.094397151,25-10-2022,High,177.1649015,128,17321.37323
Yelahanka,Residential,2002,1,100.6031512,868.6145236,18.49474408,83.88837938,59.02269435,3,0,6.481398525,13-04-2022,Medium,152.4430035,142,14504.37604
HSR Layout,Commercial,1990,1,220.7173384,200,40.85736467,71.8692286,45.54369456,2,0,7.794389197,18-04-2022,High,152.0295846,344,15370.6702
Banashankari,Commercial,1994,12,172.467859,587.0656734,15.72300005,86.72743381,17.05303251,11,0,7.747293751,25-11-2022,Low,114.9004156,492,13573.19927
Hebbal,Commercial,1987,5,88.56224811,984.1262058,54.43911094,73.40719614,53.58873453,8,0,5.809163087,12-02-2022,Low,116.8549541,103,16125.96164
Indiranagar,Industrial,1981,4,50,671.185771,65.58560544,71.55148306,41.02819113,8,0,11.48419726,25-01-2023,Medium,79.86973641,107,16067.83467
HSR Layout,Industrial,1971,10,250,513.7946949,14.2884561,78.6827758,100,7,0,6.256383068,01-10-2023,Medium,237.4788372,479,21507.55682
Banashankari,Industrial,1990,13,83.31626852,1500,18.93185988,81.20215947,100,9,0,8.357493297,20-07-2023,High,87.80683823,17,22664.14549
Yelahanka,Institutional,2008,8,90.05430726,1500,10.15626118,97.31169025,11.50950781,4,0,6.11376556,02-01-2024,High,115.3547401,25,22510.97109
Jayanagar,Residential,1984,4,50,976.5874838,47.3650833,86.41609693,7.414767001,2,0,7.026880315,12-11-2023,Medium,114.0796367,64,11011.33063
Banashankari,Industrial,1971,11,237.5725051,842.5231204,7.234985258,54.09553085,100,13,0,5.806114907,26-07-2023,Medium,194.7462188,457,18788.62588
Jayanagar,Institutional,2021,12,177.4698357,969.3236433,26.53570813,87.01645487,61.34494249,8,0,8.967361891,15-06-2024,High,135.2525161,342,17530.32069
Yelahanka,Institutional,2019,12,50,224.7850326,10.69288586,97.57066663,100,3,1,7.029786359,08-02-2023,Medium,212.3871036,375,11755.22607
Koramangala,Commercial,1987,11,50,502.7545217,34.68858748,91.15700144,4.7928354,7,0,5.054308944,23-04-2023,Medium,116.3254688,237,10568.23261
Banashankari,Commercial,1973,6,171.1493731,200,43.04959252,81.93781199,59.81090784,5,0,5.095685674,20-04-2023,Low,163.9497081,176,13116.49757
Jayanagar,Industrial,2021,13,159.4192642,645.397629,29.38052445,45.91554445,62.02262868,13,0,7.365685722,23-04-2023,High,108.2326473,291,9695.582892
Yelahanka,Residential,2000,10,50,783.1256838,2.709785105,93.71267623,100,2,1,5.697919893,15-06-2024,High,257.2574564,293,8053.593657
BTM Layout,Residential,2003,9,250,258.4466055,34.89914729,88.91395786,8.216678232,3,0,8.407011118,03-08-2022,High,90.62007905,311,17486.91043
Indiranagar,Residential,1992,12,50,1500,3.169389677,34.83925579,22.00186285,1,0,6.910765366,27-02-2024,Low,165.4910355,401,15163.66239
Whitefield,Institutional,2019,10,84.93352088,1500,24.82562813,88.37984847,41.74260983,2,0,9.250072186,05-12-2021,Low,181.688844,156,15137.93176
Banashankari,Institutional,2007,4,250,1280.649534,30.95135812,60.22600502,100,6,0,22.59198887,07-11-2023,Low,170.6899549,385,19633.48367
Electronic City,Institutional,1984,13,81.6385714,762.2542631,9.650568719,55.52112823,100,3,1,7.850261129,14-10-2021,Low,140.7356171,53,14020.62807
Hebbal,Institutional,1980,12,152.6347527,1500,16.14488898,76.89124814,100,7,1,11.75448223,21-12-2021,High,143.508965,73,19151.83478
Jayanagar,Residential,1976,4,76.02364545,200,33.03267962,80.57773158,100,2,0,10.9389012,04-07-2022,High,152.1905736,183,11305.11658
Yelahanka,Residential,1985,5,50,1500,61.69928599,68.13035045,0.476758265,3,0,18.38377456,28-07-2023,Medium,142.6498999,369,11273.91358
Malleshwaram,Commercial,2012,8,250,200,59.94991333,94.31767658,3.910714167,1,1,5.835836468,06-06-2022,High,198.1939558,189,15069.94058
Jayanagar,Residential,1985,3,78.97568638,1500,26.32375631,84.93641464,12.7765903,6,0,12.95802192,05-11-2021,Medium,260.5261501,13,25606.57965
Banashankari,Institutional,1987,11,250,322.6428998,24.38543179,66.3579995,34.3227061,6,0,16.95603689,11-12-2021,Low,122.1254107,47,21427.0117
Jayanagar,Institutional,2004,2,50,1500,9.524861338,91.02481913,100,6,0,6.809021686,31-10-2023,High,81.50985102,448,20490.11775
HSR Layout,Industrial,2022,3,50,1500,12.12735186,87.25324627,100,4,0,6.337566445,07-09-2023,High,145.5858976,160,8140.293247
Malleshwaram,Residential,2020,3,50,200,25.74127828,70.22490952,16.54564063,9,1,22.52292559,09-07-2023,Medium,278.9854669,284,15725.51897
Banashankari,Residential,2017,12,158.1893788,621.1532795,49.54018857,72.03775264,77.33604841,2,0,8.8998315,02-05-2023,Low,109.8162716,53,19105.53377
Whitefield,Commercial,1973,9,68.95485813,1500,29.18469207,91.25984098,100,3,0,6.731696253,02-06-2024,Medium,231.9558403,287,25426.639
HSR Layout,Commercial,2018,2,250,660.5007925,15.68669084,71.03453094,49.84966004,12,0,11.87300238,24-04-2022,Low,233.8850407,8,6581.361533
Malleshwaram,Institutional,1984,7,96.14296721,1500,15.3579052,96.24418678,8.744447153,2,1,6.286575465,08-07-2024,Medium,122.3205879,72,18654.79683
Hebbal,Industrial,2006,1,250,888.5090469,20.12594566,67.13262284,48.97164141,4,0,5.668316399,02-02-2023,High,178.449154,380,20321.86791
Electronic City,Residential,2021,7,50,470.5316213,13.50527833,79.22877411,37.70210259,3,0,7.991782655,15-04-2022,High,231.4198312,98,17258.71108
Hebbal,Residential,1994,5,250,336.5692191,10.3395679,81.39721903,68.95518858,2,1,8.210142538,10-05-2023,Medium,131.043613,87,8248.410951
Jayanagar,Industrial,1992,9,224.8165957,227.1805529,12.76837481,76.30240808,46.19409222,5,0,12.90356354,19-06-2023,High,139.820982,330,16266.29311
Jayanagar,Residential,2023,5,221.0538066,1434.637029,26.05195557,63.28986334,1.399850407,2,0,7.257653764,16-06-2023,Low,120.9159543,101,17144.11277
Koramangala,Commercial,1981,3,250,488.6410428,7.828099543,47.16528994,100,4,0,12.53690355,25-03-2024,High,99.26216347,496,15888.92278
Yelahanka,Industrial,1981,3,214.7088169,715.9562656,4.616589202,84.1914288,62.74037815,5,0,6.323866471,11-08-2023,High,117.5361227,281,11575.16765
Malleshwaram,Residential,1985,10,147.6133126,677.9147454,29.60292705,84.90523689,51.34018614,9,0,8.304416408,20-02-2022,Low,88.80298666,371,10955.77425
Jayanagar,Commercial,2007,5,50,861.0429612,23.57626285,97.50652465,100,5,0,5.810473461,08-11-2021,Low,151.7041734,289,17280.83064
Koramangala,Commercial,1990,1,50,1500,46.19016714,94.05439469,13.55498855,1,0,6.761967413,12-10-2022,Medium,111.5013384,237,11618.17122
Hebbal,Institutional,2021,6,250,1500,55.80726031,67.7802068,13.55498855,6,0,14.14705771,13-01-2022,Medium,161.6892956,196,11732.24765
Yelahanka,Residential,2017,8,143.8211534,1500,13.85540971,77.49962593,13.55498855,2,1,5.844906175,21-03-2023,Low,72.20521769,391,14301.78179
